review_id,year,trip_type,aspect,sentiment,score,evidence,rating
247109464,2015,family,service,negative,0.3,every minute somebody comes and asks if you want to do some special pooja,1
247109464,2015,family,access_fairness,negative,0.3,claim to get a fast darshan and it would take a long wait if you go in a normal way,1
247109464,2015,family,crowd_management,negative,0.4,The queue is not that long that you pay 200NPR and follow this crook,1
567612776,2018,friends,sacred_atmosphere,positive,0.8,peaceful place u will find,5
567612776,2018,friends,environment,positive,0.8,environment is clean,5
567612776,2018,friends,crowd_management,positive,0.7,not much crowded,5
567612776,2018,friends,access_fairness,positive,0.9,entrance is free,5
501526385,2017,couples,ritual_experience,negative,0.3,horrified at all the tourists taking pictures,5
501526385,2017,couples,cultural_sensitivity,negative,0.2,Please be respectful when you go,5
501526385,2017,couples,facility,negative,0.4,pestered by guides wanting money,5
501526385,2017,couples,sacred_atmosphere,negative,0.3,horrified at all the tourists taking pictures,5
131401409,2012,couples,ritual_experience,neutral,0.5,Quite strange watching funerals taking place,5
131401409,2012,couples,facility,positive,0.7,Get a guide to show you around,5
592127508,2018,family,spiritual_authenticity,positive,0.9,heart and mind becomes very peaceful and clam liked blessed by god shiva live,5
685647662,2019,couples,environment,negative,0.3,surroundings of the Pashupatinath temple are a bit disgraceful,4
685647662,2019,couples,sacred_atmosphere,positive,0.7,"temple itself is beautiful, and the process of cremation and burial add to its authenticity",4
685647662,2019,couples,access_fairness,negative,0.4,entrance fee,4
685647662,2019,couples,crowd_management,negative,0.3,monkeys and beggars complete the package,4
629678728,2018,solo,ritual_experience,neutral,0.5,Preparation for cremation takes place on one side of the bridge and cremation on the other,5
655449341,2019,couples,cultural_sensitivity,neutral,0.5,foreigners/non-hindus are not allowed to enter the main temple,4
655449341,2019,couples,ritual_experience,positive,0.7,"many cremations going on, something you won't see in most countries",4
258884460,2015,friends,access_fairness,neutral,0.5,non-Hindu's don't have access to the main temple,4
258884460,2015,friends,ritual_experience,positive,0.7,"cremations happening along the river, which is an interesting experience",4
459968506,2017,couples,access_fairness,neutral,0.5,pay 1000 rupees each,5
459968506,2017,couples,facility,positive,0.8,hired a guide... totally worth it!,5
459968506,2017,couples,sacred_atmosphere,positive,0.7,temples and monuments,5
459968506,2017,couples,ritual_experience,neutral,0.5,preparation for cremation from ghat,5
747546578,2020,couples,spiritual_authenticity,negative,0.3,it didn t give new knowledge,3
747546578,2020,couples,sacred_atmosphere,negative,0.3,This place was not interesting,3
747546578,2020,couples,service,negative,0.3,I don t want to recommend anyone to visit,3
539360945,2017,solo,sacred_atmosphere,positive,0.9,unequaled vibrancy .... there is a heart and soul to this place,5
539360945,2017,solo,spiritual_authenticity,positive,0.85,I felt completely different from when I arrived - something had shifted deep inside,5
539360945,2017,solo,facility,positive,0.8,A man slowly got into step beside me and in a completely disarming way became my companion and Guide,5
539360945,2017,solo,cultural_sensitivity,positive,0.7,do be respectful and not get too gawkish taking photos of Cremations,5
661856788,2019,friends,sacred_atmosphere,positive,0.9,"peaceful, positive vibes",5
661856788,2019,friends,crowd_management,positive,0.8,good management,5
583596752,2018,friends,sacred_atmosphere,positive,0.8,beautifully and artistically made indeed,4
583596752,2018,friends,cultural_sensitivity,neutral,0.5,not allowed to take pictures,4
583596752,2018,friends,environment,negative,0.3,aarti is done was very dirty,4
583596752,2018,friends,ritual_experience,neutral,0.5,funeral with the dead body are done in public,4
157243999,2013,couples,access_fairness,negative,0.3,ticket counter made me pay even though I am Indian,3
157243999,2013,couples,facility,negative,0.4,tour guide hovering around us tried to stop me,3
157243999,2013,couples,sacred_atmosphere,positive,0.8,the temple itself is beautiful,3
157243999,2013,couples,environment,negative,0.3,surrounding area that the tourists get to see is not really worth the entrance fee,3
524634655,2017,solo,ritual_experience,neutral,0.5,see cremation also,5
524634655,2017,solo,facility,positive,0.7,"experienced guide, much better",5
524634655,2017,solo,spiritual_authenticity,positive,0.8,most important place to visit,5
431821838,2016,couples,access_fairness,neutral,0.5,Non-Hindu's can not go into the center but you can visit all the surrounding grounds,5
431821838,2016,couples,sacred_atmosphere,positive,0.8,must see,5
590795990,2018,business,spiritual_authenticity,positive,0.9,one of the best temples dedicated to lord siva,5
800608947,2021,solo,sacred_atmosphere,positive,0.9,Peaceful,5
398018076,2016,couples,ritual_experience,positive,0.8,Booked for a Puja which was performed at 9.00 in the morning,5
398018076,2016,couples,facility,positive,0.9,Credit goes to the team who does the temple management,5
398018076,2016,couples,service,positive,0.8,People are very cooperative,5
398018076,2016,couples,spiritual_authenticity,positive,0.85,It was a beautiful experience,5
637857414,2018,friends,spiritual_authenticity,positive,0.8,We were blessed to see live cremation,5
372955502,2016,couples,spiritual_authenticity,positive,0.8,face-to-face with mortality,5
372955502,2016,couples,ritual_experience,neutral,0.5,open-air funeral pires are a natural way or grotesque,5
372955502,2016,couples,cultural_sensitivity,neutral,0.5,off-limits to non-Hindus,5
372955502,2016,couples,facility,positive,0.7,Bring a guide; you'll need one,5
569818411,2018,couples,spiritual_authenticity,positive,0.9,mystical and of mythological significance,5
569818411,2018,couples,sacred_atmosphere,positive,0.85,a must visit place for religious people,5
619290814,2018,solo,ritual_experience,positive,0.8,moving experience to watch Hindu cremation rituals,4
619290814,2018,solo,cultural_sensitivity,neutral,0.5,main temple is strictly for Hindus only,4
619290814,2018,solo,environment,negative,0.3,"monkeys everywhere, watch out for your personal stuff",4
520309168,2017,couples,sacred_atmosphere,positive,0.8,meditative atmosphere evoked by this pilgrimage locale,5
520309168,2017,couples,cultural_sensitivity,positive,0.7,proper etiquette is to be sensitive about taking photos of the cremations,5
520309168,2017,couples,environment,positive,0.75,enjoy that which is both rare and beautiful,5
520309168,2017,couples,crowd_management,neutral,0.5,"group was eventually banned from the site, most likely for safety reasons",5
408145095,2016,friends,sacred_atmosphere,negative,0.3,Not really an amazing place to visit,3
408145095,2016,friends,spiritual_authenticity,neutral,0.5,"If you are interested to learn about the Hindu traditions after death, you may visit",3
408145095,2016,friends,environment,negative,0.3,"Nothing much to see, when compared to the other temples",3
208018710,2014,couples,access_fairness,negative,0.4,"Entry, as everywhere, could have been cheaper",5
208018710,2014,couples,spiritual_authenticity,positive,0.9,once in a lifetime experience,5
208018710,2014,couples,sacred_atmosphere,positive,0.85,come to terms with what we were seeing,5
567919800,2018,couples,facility,positive,0.7,Our guide was very informative,3
567919800,2018,couples,cultural_sensitivity,negative,0.4,always feel like an outsider,3
567919800,2018,couples,access_fairness,negative,0.3,expect to pay quite a bit more then the entrance fee,3
567919800,2018,couples,sacred_atmosphere,positive,0.6,everyone is very nice too,3
160639822,2013,couples,cultural_sensitivity,neutral,0.5,it's quite acceptable for members of the public to observe,5
188235896,2013,friends,cultural_sensitivity,negative,0.3,non-Hindus can't go inside,3
188235896,2013,friends,sacred_atmosphere,neutral,0.5,larger world heritage site is pretty interesting,3
188235896,2013,friends,environment,negative,0.2,filthy river,3
188235896,2013,friends,spiritual_authenticity,neutral,0.5,sadhus-for-pay,3
722168502,2019,couples,facility,positive,0.7,Shoes counter is outside temple premises and is free,4
722168502,2019,couples,environment,negative,0.3,River bagmati (in a pretty bad dirty shape),4
722168502,2019,couples,crowd_management,positive,0.6,temple is clean and not very crowded,4
722168502,2019,couples,cultural_sensitivity,neutral,0.5,Photography not allowed,4
464715053,2017,couples,sacred_atmosphere,positive,0.85,"atmosphere is sobering, rich and religious",5
464715053,2017,couples,spiritual_authenticity,positive,0.9,we found it truly unique,5
464715053,2017,couples,ritual_experience,positive,0.8,cremation site be a highlight,5
448515854,2017,family,access_fairness,negative,0.3,entrance fee is a little high,1
448515854,2017,family,sacred_atmosphere,negative,0.4,not an enjoyable experience,1
301625955,2015,friends,sacred_atmosphere,positive,0.8,a temple with special atmosphere of death,5
301625955,2015,friends,cultural_sensitivity,neutral,0.5,Only followers of hindusim can enter the main temple,5
301625955,2015,friends,spiritual_authenticity,positive,0.9,"sadhus are wandering ascetic yogis, who are trying to acquire liberation",5
239716454,2014,solo,access_fairness,negative,0.3,entrance fee is quite high,4
239716454,2014,solo,facility,negative,0.4,loitering people offering their guidance services,4
239716454,2014,solo,ritual_experience,positive,0.7,experience is somewhat great and impressive,4
239716454,2014,solo,crowd_management,negative,0.3,"crowds of people (kids, adults, school classes)",4
592379284,2018,family,sacred_atmosphere,positive,0.8,It is a beautiful shivlinga,4
592379284,2018,family,environment,negative,0.3,Beware of monkeys,4
142552428,2012,solo,ritual_experience,neutral,0.5,solemn look into Hindus end of life practices,5
142552428,2012,solo,facility,positive,0.7,tourist police that are very friendly,5
142552428,2012,solo,service,positive,0.8,Licensed guides go through rigorous studies,5
142552428,2012,solo,service,negative,0.3,busting unlicensed guides,5
441944089,2016,friends,ritual_experience,positive,0.7,I was so fascinated on the burial rituals,5
441944089,2016,friends,spiritual_authenticity,positive,0.8,I could stay for hours,5
634529329,2018,unknown,access_fairness,negative,0.3,Expensive for tourists,5
634529329,2018,unknown,sacred_atmosphere,positive,0.7,Burial site for Kathmandu residents,5
634529329,2018,unknown,facility,positive,0.6,good restaurants and views,5
655916544,2019,friends,spiritual_authenticity,positive,0.8,always feel great to been there,5
151392698,2013,friends,sacred_atmosphere,positive,0.8,"haunting, too real, yet beautiful",4
151392698,2013,friends,environment,negative,0.3,smelled of burned corpses,4
151392698,2013,friends,spiritual_authenticity,positive,0.9,conscious about your presence and the meaning of life and death,4
151392698,2013,friends,facility,neutral,0.5,wanted to explore the hospice but my friend was too scared,4
184062950,2013,solo,facility,positive,0.7,worth getting a guide,5
184062950,2013,solo,sacred_atmosphere,positive,0.8,significance and history of the temples,5
180143012,2013,family,access_fairness,negative,0.3,admission fee is rather high,5
316234771,2015,solo,ritual_experience,positive,0.8,Really interesting and a must see,5
316234771,2015,solo,facility,neutral,0.5,you definately need a guide,5
654891413,2019,couples,cultural_sensitivity,neutral,0.5,open to Hindus only,5
654891413,2019,couples,access_fairness,neutral,0.5,Camera or photography is not allowed,5
654891413,2019,couples,ritual_experience,positive,0.7,Special pujas can be offered,5
146907345,2012,business,ritual_experience,positive,0.7,evening ceremonies and chanting from high on the bank opposite the temple are worth seeing,4
146907345,2012,business,cultural_sensitivity,neutral,0.5,Unless you are Hindu you wont be allowed in the main temple,4
146907345,2012,business,sacred_atmosphere,neutral,0.5,be prepared for the funeral pyres,4
208285382,2014,solo,access_fairness,negative,0.3,Entrance Fee to the place is expensive $1.000 rupees,5
208285382,2014,solo,cultural_sensitivity,neutral,0.5,be respectfull,5
165511474,2013,family,spiritual_authenticity,positive,0.9,really a divine treat,5
165511474,2013,family,sacred_atmosphere,positive,0.85,felt some strong force inside the temple premises,5
251885017,2015,friends,sacred_atmosphere,neutral,0.5,big area for 'common' people and a smaller and more peaceful for 'VIP' people,5
251885017,2015,friends,cultural_sensitivity,negative,0.3,"holy men here, and they expect to be paid",5
469366022,2017,friends,sacred_atmosphere,positive,0.8,really attraction place to visit,5
239129271,2014,solo,cultural_sensitivity,neutral,0.5,Non Hindus are not allowed inside the site,2
239129271,2014,solo,environment,negative,0.2,filthy open sewer,2
572150426,2018,friends,access_fairness,negative,0.3,you can t really get close to the main temples unless you are Hindu,4
572150426,2018,friends,cultural_sensitivity,positive,0.7,Be respectful and kind and it will take you far,4
572150426,2018,friends,sacred_atmosphere,positive,0.8,"The Ghats are a must see and require walking around a bit, this is sacred space",4
208441042,2014,couples,sacred_atmosphere,positive,0.9,"Bagmati River, which runs next to Pashaputinath Temple, has highly sacred properties",4
208441042,2014,couples,spiritual_authenticity,positive,0.85,Renovating or furnishing these sites has always been regarded as meritorious,4
208441042,2014,couples,ritual_experience,positive,0.8,Arya Ghat is of special importance because it is the only place where lustral water for Pashupatinath Temple can be obtained,4
208441042,2014,couples,environment,positive,0.8,"extensive grounds include many other old and important temples, shrines and statues",4
453065880,2017,couples,cultural_sensitivity,positive,0.8,it wasn't intrusive to visit,5
453065880,2017,couples,sacred_atmosphere,positive,0.7,very humbling to witness the cremations,5
407419259,2016,friends,sacred_atmosphere,positive,0.7,important places for buddhists and hindus,4
407419259,2016,friends,environment,positive,0.6,Monkeys running around like in their natural environment,4
327510554,2015,friends,environment,positive,0.7,certainly worth the time to visit,4
469146010,2017,couples,ritual_experience,positive,0.7,very interesting to visit here,4
469146010,2017,couples,access_fairness,neutral,0.5,entry fee to the temple,4
469146010,2017,couples,crowd_management,negative,0.3,temple is very busy,4
365533619,2016,business,sacred_atmosphere,positive,0.7,worth visit,5
751103637,2020,solo,sacred_atmosphere,positive,0.8,Vibrant prayer & devotion,4
751103637,2020,solo,environment,positive,0.7,Beautiful architecture,4
751103637,2020,solo,crowd_management,neutral,0.5,Chaotic & energetic,4
473179617,2017,couples,sacred_atmosphere,negative,0.3,Hard to stay in this place because it is a place where the body of the people are burning,4
473179617,2017,couples,spiritual_authenticity,positive,0.7,If you feel a little bit sensible you must visit around the Bagmati river the temples,4
229161521,2014,solo,sacred_atmosphere,positive,0.9,makes a divine feel every time i m there,5
229161521,2014,solo,spiritual_authenticity,positive,0.85,really a good place to feel heaven,5
351616480,2016,solo,cultural_sensitivity,neutral,0.5,Only hindu s are allowed inside the temple premises,5
351616480,2016,solo,sacred_atmosphere,positive,0.7,there is something peaceful about the place,5
191287740,2014,family,ritual_experience,positive,0.85,felt very positive after i did puja and attended aarti,5
191287740,2014,family,cultural_sensitivity,neutral,0.5,no camera or taking pics is allowed,5
622988872,2018,friends,spiritual_authenticity,positive,0.8,glimpse into another culture that is memorable,3
622988872,2018,friends,sacred_atmosphere,neutral,0.5,several cremations going on,3
163654908,2013,friends,ritual_experience,positive,0.8,"The experience is a quieting one, making way internally for consideration of issues of life and death which was a gift",5
116118258,2011,friends,ritual_experience,positive,0.8,"it's just death, another part of life... as it's dealt with by another culture",5
116118258,2011,friends,spiritual_authenticity,positive,0.85,"most are here to pay respect to the dead, and to pray",5
116118258,2011,friends,access_fairness,positive,0.7,the entry fee is modest...whatever it is...it's well worth it,5
116118258,2011,friends,cultural_sensitivity,positive,0.9,"if you conduct yourself with respect, you may take photos from across the river",5
116118258,2011,friends,crowd_management,neutral,0.5,run the gauntlet of semi-agressive vendors near the entrance,5
136948643,2012,friends,ritual_experience,positive,0.7,gives a glimpse into why the Nepalese are so strong of constitution,5
136948643,2012,friends,spiritual_authenticity,positive,0.8,deeply spiritual experience for many of the people there,5
136948643,2012,friends,cultural_sensitivity,neutral,0.5,Try not to be offended that a higher fee is charged to non Hindu westerners,5
136948643,2012,friends,facility,negative,0.3,prices are exhorbitant,5
631577574,2018,solo,spiritual_authenticity,positive,0.9,one of the divine and sacred land of shiva,4
669573819,2019,solo,cultural_sensitivity,neutral,0.5,"confronting from a western perspective, but part of life",4
134017847,2012,couples,spiritual_authenticity,positive,0.9,one of the pillars of Hinduism,5
199265719,2014,friends,sacred_atmosphere,positive,0.8,it still has it's special atmosphere,4
199265719,2014,friends,access_fairness,negative,0.3,what a pity the government decided to ask an entry fee,4
433600161,2016,couples,sacred_atmosphere,positive,0.8,Extremely colorful,5
433600161,2016,couples,cultural_sensitivity,neutral,0.5,Most of them you can not enter unless you are Buddhist,5
433600161,2016,couples,ritual_experience,positive,0.7,preparation of the bodies for cremation,5
433600161,2016,couples,spiritual_authenticity,positive,0.7,holy men doing readings and giving blessings,5
569381129,2018,solo,sacred_atmosphere,positive,0.8,remind past and future life,5
610911668,2018,couples,ritual_experience,positive,0.8,understand the process and what is happening,5
610911668,2018,couples,cultural_sensitivity,positive,0.9,put away your camera and respectfully watch,5
610911668,2018,couples,spiritual_authenticity,positive,0.85,experience may change how you think about death,5
257200789,2015,friends,ritual_experience,positive,0.8,very authentic,3
257200789,2015,friends,facility,negative,0.3,fake guides and all the scam,3
257200789,2015,friends,service,neutral,0.5,"You can choose to take the tour, it can come out as great and you'll learn and feel more",3
566808021,2018,friends,spiritual_authenticity,positive,0.8,circle of life and we as westerners need to embrace like the Nepali people,5
566808021,2018,friends,sacred_atmosphere,positive,0.9,feel so blessed to have been able to witness these scenes,5
311266487,2015,couples,access_fairness,neutral,0.5,entry is 1000rs which is steep but as I like this sort of thing it was ok to pay this amount,5
311266487,2015,couples,facility,positive,0.7,Easy to get there via green Sahja Yatayat bus about 20 rupees,5
311266487,2015,couples,sacred_atmosphere,positive,0.8,well worth the trip,5
415358033,2016,couples,facility,positive,0.8,Very good cleanliness inside temple,4
415358033,2016,couples,facility,negative,0.4,facilities for worshippers needs to be increased,4
415358033,2016,couples,facility,negative,0.4,informative and directional sign boards,4
478211651,2017,couples,spiritual_authenticity,positive,0.8,beautiful spiritual place,5
478211651,2017,couples,cultural_sensitivity,neutral,0.5,Only Hindus are allowed to enter,5
723420472,2019,unknown,sacred_atmosphere,neutral,0.5,mixed feelings about even being there,3
723420472,2019,unknown,cultural_sensitivity,negative,0.3,only Hindus were allowed into the main temple,3
723420472,2019,unknown,environment,negative,0.4,difficult to adjust to the smoke and smell,3
