review_id,year,source_node,target_node,relation,description
190710853,2014,rudraksh beads,shops nearby,co_occurrence,rudraksh beads are available at shops nearby
190710853,2014,Lord Shiva,religious minded,description,Lord Shiva is significant for the religious minded
508086413,2017,Haarati,puja,co_occurrence,Haarati and puja are both prayer rituals
508086413,2017,holy river,monkey,contrast,"holy river is sacred, monkeys are a problem"
149285992,2013,locals,guide,co_occurrence,locals provide guiding service
149285992,2013,guide,cremations,co_occurrence,guide enhances experience of cremations
149285992,2013,cremations,neat experience,causal,cremations contribute to neat experience
201651632,2014,Bagmati river,lord Shiva,description,Shiva's home on the river bank
201651632,2014,entry fees,splendid architecture,contrast,entry fees contrasted with temple's architecture
309960648,2015,shoes removal,not clean,contrast,cultural rule contrasts with cleanliness issue
445984477,2016,main temple,cremation ground,contrast,tourists not allowed in main temple but can see cremation ground
445984477,2016,caves related to Naropa and Tilopa,Buddhist Yogi teacher,description,"caves related to Naropa and Tilopa, Buddhist Yogi teacher"
643729753,2019,funeral,back yard of this temple,co_occurrence,funeral performed at the back yard
643729753,2019,salvation,funeral,causal,salvation attained through funeral
479388832,2017,monkeys,cremations,co_occurrence,monkeys and cremations both mentioned
479388832,2017,cremations,cremation ceremony,description,cremations described as interesting but not easy
479388832,2017,photographers,cremation ceremony,contrast,"photographers find it interesting, but not easy for others"
176591526,2013,main temple,Nandi,description,Nandi is located outside the main temple
176591526,2013,main temple,awe,causal,main temple inspires awe
176591526,2013,Rudraksh,main temple,co_occurrence,Rudraksh shops are next to the main temple
122771879,2012,holy man,demand money,causal,holy man sadhoes demand money
122771879,2012,cremations,holy man,co_occurrence,holy man sadhoes present during cremations
619070108,2018,cremations,fascination,causal,cremations provide a fascination insight
619070108,2018,earthquake damage,1000 rupee charge,causal,charge likely for rebuild costs
620429221,2018,Bagmati River,cremation ceremony,co_occurrence,cremation ceremony occurs at the river bank
120400491,2011,guide,fascinating introduction,causal,Guide provides a fascinating introduction
120400491,2011,pseudo-Sadhus,non-Hindu entry ban,contrast,Pseudo-Sadhus contrast with non-Hindu entry ban
546179576,2017,mourning their loved ones,intrusive,contrast,feeling intrusive while observing mourning
546179576,2017,mourning their loved ones,intrigued,contrast,intrigued by the mourning process
396447125,2016,open funeral ceremonies,cremations,co_occurrence,funeral ceremonies and cremations are mentioned together
396447125,2016,Hindu only,beautiful,contrast,cultural restriction contrasted with beauty
396447125,2016,mourning over a lost loved one,emotional,causal,mourning causes emotional response
154172046,2013,extensive grounds,Bagmati River,description,grounds include the Bagmati River
154172046,2013,fake holy men,monkeys,co_occurrence,both are problems encountered
154172046,2013,funeral parlor,cremate their dead loved ones,description,funeral parlor is where cremations occur
154172046,2013,forest and temple complexes,real holy men,description,holy men meditate in the forest and temple complexes
154172046,2013,forest and temple complexes,pilgrims,description,pilgrims wander in the forest and temple complexes
240569554,2014,wonderful temples,old peoples' retirement home,co_occurrence,Both are part of the temple complex
240569554,2014,ghats by the river,guide,co_occurrence,Both mentioned as part of the visit
247109464,2015,priests,darshan,causal,priests claim to offer fast darshan
247109464,2015,cleaning,"monkey, birds poop",description,"cleaning needed due to monkey, birds poop"
567612776,2018,peaceful place,clean environment,co_occurrence,peaceful place and clean environment mentioned together
567612776,2018,not much crowded,Shivaratri,contrast,not crowded except during Shivaratri
501526385,2017,cremations,tourists taking pictures,contrast,cremations contrasted with disrespectful tourists
501526385,2017,guides wanting money,women selling jewellery,co_occurrence,both guides and women selling jewellery are problems
501526385,2017,sadhus,guides wanting money,co_occurrence,sadhus and guides both ask for money
131401409,2012,funerals,40 a day,description,high number of funerals
131401409,2012,guide,funerals,causal,guide explains funerals
131401409,2012,strange,funerals,co_occurrence,strange feeling about funerals
592127508,2018,peaceful,blessed,co_occurrence,peaceful feeling and blessed feeling occur together
592127508,2018,god shiva,blessed,causal,blessed feeling attributed to god shiva
685647662,2019,surroundings,entrance fee,contrast,expectations due to entrance fee vs. disgraceful surroundings
685647662,2019,temple itself,cremation and burial,co_occurrence,temple beauty and cremation process add authenticity
629678728,2018,cremation,bridge,co_occurrence,cremation takes place near the bridge
629678728,2018,temple grounds,grieving ritual,causal,isolation in temple grounds is part of grieving ritual
655449341,2019,cremations,holy river,causal,cremations involve dumping into the holy river
258884460,2015,non-Hindu entry ban,cremations,contrast,non-Hindus can't access main temple but can see cremations
258884460,2015,cremations,interesting experience,description,cremations described as interesting experience
459968506,2017,Bagmati river,temples and monuments,co_occurrence,temples and monuments located by the river
459968506,2017,1000 rupees entry fee,guide,contrast,entry fee and guide fee are the same
459968506,2017,cremation,ghat,description,ghat is a viewpoint for cremation
539360945,2017,Sacred Bagmati River,cremations,co_occurrence,cremations happening along the river banks
539360945,2017,Guide,Sadhus,causal,Guide introduced the reviewer to Sadhus
539360945,2017,Sadhus,Kirtan,co_occurrence,Sadhus invited the reviewer to join Kirtan
539360945,2017,aesthete BaBa,Guide,co_occurrence,Guide took the reviewer to meet BaBa
539360945,2017,Kalava,sense of mortality,causal,Receiving the Kalava contributed to the sense of mortality
661856788,2019,5th dham of lord Shiva,peaceful,description,5th dham of lord Shiva described as peaceful
661856788,2019,5th dham of lord Shiva,positive vibes,description,5th dham of lord Shiva described as having positive vibes
583596752,2018,beautifully and artistically made,no photography zones,contrast,beautiful structure but no photos allowed
583596752,2018,aarti,dirty,co_occurrence,aarti area is dirty
583596752,2018,aarti,funeral rituals,co_occurrence,aarti and funeral rituals occur in the same place
583596752,2018,funeral rituals,public funeral rituals,description,funeral rituals are public
157243999,2013,ticket counter,tour guide,causal,"ticket counter made me pay, tour guide tried to stop me"
157243999,2013,beautiful,surrounding area,contrast,temple is beautiful but surrounding area is not worth it
524634655,2017,cremation,most important place,co_occurrence,Cremation is part of the important spiritual experience
524634655,2017,experienced guide,most important place,contrast,Guide enhances the experience of an important place
431821838,2016,huge Hindu temple,surrounding grounds,description,temple includes surrounding grounds
431821838,2016,Non-Hindu's can not go into the center,surrounding grounds,contrast,access restriction to center vs. surrounding grounds
590795990,2018,temple of Lord Pashupatinath,Lord Siva,description,temple dedicated to Lord Siva
590795990,2018,temple of Lord Pashupatinath,best temples,description,temple described as one of the best
590795990,2018,temple of Lord Pashupatinath,South-Asia,description,temple located in South-Asia
800608947,2021,Hindu temple of Lord Mahadev,Peaceful,description,The temple is described as peaceful
398018076,2016,Puja,darshan,co_occurrence,Puja and darshan are both rituals experienced
398018076,2016,temple management,cooperative people,causal,Cooperative people contribute to good temple management
398018076,2016,temple management,beautiful experience,causal,Good management contributes to a beautiful experience
637857414,2018,Hindu shrine,Bagmati River,co_occurrence,Hindu shrine located near Bagmati River
637857414,2018,live cremation,blessed,causal,Feeling blessed due to witnessing live cremation
372955502,2016,funeral pyres,death ritual,contrast,funeral pyres seen as natural or grotesque
372955502,2016,Hindu complex,non-Hindu entry ban,description,part of the complex is off-limits to non-Hindus
372955502,2016,holy Sadus,Hindu complex,co_occurrence,Sadus are part of the Hindu complex
372955502,2016,guide,Hindu complex,causal,guide needed to enhance experience of the complex
569818411,2018,ancient Shiva temple,mystical and mythological significance,description,temple's mystical and mythological significance
569818411,2018,ancient Shiva temple,Himalayas,description,temple located at the foothills of Himalayas
569818411,2018,ancient Shiva temple,religious people,co_occurrence,attraction for religious people
619290814,2018,Hindu cremation rituals,Bagmati river,co_occurrence,cremation rituals held at the river
619290814,2018,main temple,dress code requirement,description,main temple requires appropriate dress
520309168,2017,cremation grounds,ritual bathing,co_occurrence,Both occur at the site
520309168,2017,nomadic yogis,meditative atmosphere,causal,Yogis favor the site for its atmosphere
520309168,2017,snake charmers,hypnotic tunes,description,Charmers play tunes
520309168,2017,wandering sadhus,cremation grounds,co_occurrence,Sadhus are present at the site
208018710,2014,entry,once in a lifetime experience,contrast,Entry cost contrasted with the value of the experience
208018710,2014,"not exactly a lighthearted, fun experience",come to terms with what we were seeing,causal,The dual nature of the experience caused reflection
567919800,2018,burning bodies,burial ceremony,co_occurrence,Burning bodies are part of the burial ceremony
567919800,2018,opposite side of the river,tourist area,contrast,Tourist area is on the opposite side of the river
567919800,2018,guide,Sadhus,description,Guides take tourists to see Sadhus
567919800,2018,Sadhus,being blessed,causal,Sadhus bless tourists
160639822,2013,public cremations,private ceremony,contrast,public vs private ceremony
160639822,2013,members of the public,observe,description,public allowed to observe
188235896,2013,Shiva art,big brass cow,contrast,Shiva art is interesting but blocked by cow
188235896,2013,cremations,filthy river,co_occurrence,cremations occur along the river
188235896,2013,sacred cows,olfactory overload,causal,sacred cows contribute to olfactory overload
722168502,2019,4 Gates,parikramna,causal,4 Gates are related to the ritual of parikramna
722168502,2019,River Bagmati,small temples,co_occurrence,River Bagmati and small temples are mentioned together
722168502,2019,shoes counter,RS 100 for Saarc countries,contrast,"Shoes counter is free, contrasting with entry fee"
464715053,2017,cremation site,cremation,description,cremation site involves cremation
464715053,2017,cremation,family members,co_occurrence,family members take pictures of cremation
464715053,2017,cremation site,"sobering, rich and religious",description,cremation site has a sobering atmosphere
448515854,2017,monuments,earthquake,causal,monuments affected by earthquake
301625955,2015,richly ornamented pagoda,sacred Linga,description,pagoda houses the sacred Linga
301625955,2015,Bagmati River,funeral pyres,co_occurrence,funeral pyres are built along the river
301625955,2015,funeral pyres,cremations,description,cremations occur on the funeral pyres
301625955,2015,sadhus,special atmosphere of death,co_occurrence,sadhus contribute to the atmosphere of death
239716454,2014,entrance fee,guidance services,co_occurrence,high entrance fee and guidance services offered
239716454,2014,cremation place,cremation ceremony,description,cremation place is where the ceremony occurs
239716454,2014,monks,cremation ceremony,co_occurrence,monks present during cremation ceremony
239716454,2014,cremation ceremony,sense of mortality,causal,cremation ceremony causes sense of mortality
239716454,2014,cremation ceremony,crowds of people,co_occurrence,cremation ceremony witnessed by crowds
592379284,2018,main temple,shivlinga,description,main temple contains a shivlinga
592379284,2018,main temple,monkeys,contrast,main temple is beautiful but beware of monkeys
142552428,2012,funeral pyres,mourners,co_occurrence,funeral pyres and mourners are part of the same ritual
142552428,2012,guide,unlicensed guides,contrast,guides are crucial but unlicensed guides are a problem
142552428,2012,tourist police,unlicensed guides,causal,tourist police are busting unlicensed guides
142552428,2012,licensed guides,Kumar Dahal,description,Kumar Dahal is a licensed guide
441944089,2016,cremate their loved ones,burial rituals,co_occurrence,cremation is part of burial rituals
441944089,2016,burial rituals,fascinated,causal,rituals caused fascination
634529329,2018,Burial site,Early morning,co_occurrence,Best time to visit burial site
634529329,2018,Expensive for tourists,Buddha Bodnath stupa,contrast,Expensive entry contrasted with nearby attractions
655916544,2019,Hindu culture,rituals,co_occurrence,Hindu culture and rituals are mentioned together
151392698,2013,gathering of people,funeral,co_occurrence,people gathered for the funeral
151392698,2013,dead body wrapped in yellow cloth,river,co_occurrence,body lying by the river
151392698,2013,"haunting, too real, yet beautiful",smell of burned corpses,contrast,beautiful yet uncomfortable smell
151392698,2013,smell of burned corpses,conscious about your presence and the meaning of life and death,causal,smell leads to consciousness about life and death
184062950,2013,temples,guide,causal,Guide helps explain the temples
184062950,2013,temples,significance and history,description,Temples have historical significance
180143012,2013,admission fee,outside of the Hindu Temple,contrast,high fee contrasts with outside access
180143012,2013,outside of the Hindu Temple,Hindu funerals,co_occurrence,funerals observed from outside
316234771,2015,funeral rituals,guide,causal,Guide needed to understand funeral rituals
654891413,2019,main temple,Hindus only,description,Access restricted to Hindus
654891413,2019,main temple,camera or photography,description,Photography not allowed
654891413,2019,special pujas,main temple,co_occurrence,Special pujas offered inside
146907345,2012,evening ceremonies,chanting,co_occurrence,ceremonies include chanting
146907345,2012,bank opposite the temple,evening ceremonies,description,viewing location for ceremonies
146907345,2012,non-Hindu entry ban,bank opposite the temple,contrast,alternative viewing due to entry ban
208285382,2014,cremations,Hindi funerals,description,cremations are part of Hindi funerals
165511474,2013,divine treat,strong force,co_occurrence,divine treat and strong force felt together
165511474,2013,strong force,temple premises,description,strong force felt inside temple premises
251885017,2015,big area for 'common' people,smaller and more peaceful for 'VIP' people,contrast,comparison between common and VIP areas
251885017,2015,holy men,expect to be paid,causal,holy men expect payment for photos
469366022,2017,Shiva,Hindu temple,description,Shiva is the main god inside the temple
239129271,2014,stench of burning bodies,filthy open sewer,co_occurrence,Both are negative aspects of the environment
239129271,2014,Non Hindus are not allowed,opposite bank of the river,contrast,Non-Hindus view from opposite bank due to entry restriction
572150426,2018,main temples,Hindu,description,access restricted to Hindus
572150426,2018,pressure from people,tricksters,co_occurrence,both relate to deceptive practices
208441042,2014,courtyard,gilt and silver-plated doors,co_occurrence,courtyard contains richly ornamented doors
208441042,2014,chaturmukha linga,guardian deities,description,chaturmukha linga is in the sanctum with guardian deities
208441042,2014,Bhattas,Mool Bhatt,description,Mool Bhatt is the chief among Bhattas
208441042,2014,Bagmati River,Arya Ghat,description,Arya Ghat is located by the Bagmati River
208441042,2014,Bagmati River,Bhasmeshvar Ghat,description,Bhasmeshvar Ghat is a cremation site by the Bagmati River
453065880,2017,ghats,cremations,co_occurrence,cremations occur at the ghats
453065880,2017,cremations,local people,co_occurrence,local people watch the cremations
453065880,2017,cremations,humbling,causal,witnessing cremations causes humbling feeling
407419259,2016,Monkeys,important places for buddhists and hindus,co_occurrence,Monkeys are present in the sacred space
469146010,2017,crematorium,burn dead bodies,co_occurrence,Crematorium is where bodies are burned
469146010,2017,offerings,burn dead bodies,co_occurrence,Offerings are part of the worship ritual
469146010,2017,entry fee,busy,contrast,Entry fee contrasts with the busy nature
365533619,2016,ancient temple,Bagmati River,co_occurrence,temple located on the bank of river
365533619,2016,ancient temple,worth visit,description,temple described as worth visiting
365533619,2016,ancient temple,very famous temple,description,temple described as famous
751103637,2020,Beautiful architecture,Vibrant prayer & devotion,co_occurrence,Architecture and rituals mentioned together
751103637,2020,Chaotic & energetic,Lots to see,co_occurrence,General sentiment about the experience
473179617,2017,body of the people are burning,Bagmati river,co_occurrence,cremation ceremony occurs near the Bagmati river
473179617,2017,Bagmati river,temples,co_occurrence,temples are located around the Bagmati river
229161521,2014,divine feel,wonderful place,description,divine feel describes the place
229161521,2014,feel heaven,wonderful place,description,feeling of heaven describes the place
351616480,2016,river,cremation ceremony,co_occurrence,Cremation happens on the river banks
351616480,2016,cremation ceremony,peaceful,contrast,Cremation is contrasted with peace
191287740,2014,puja,very positive,causal,puja caused positive feeling
191287740,2014,aarti,very positive,causal,aarti caused positive feeling
622988872,2018,cremations,shocking,causal,Cremations caused a shocking feeling
622988872,2018,cremations,glimpse into another culture,description,Cremations described as a cultural glimpse
163654908,2013,funeral bier,burning,co_occurrence,funeral bier preparation and burning are part of the same ritual
163654908,2013,grieving and support,consideration of issues of life and death,causal,grieving leads to consideration of life and death
116118258,2011,funeral pyre,cremation ceremony,co_occurrence,funeral pyre is part of the cremation ceremony
116118258,2011,priest,funeral pyre,causal,priest prepares the funeral pyre
116118258,2011,monkeys,cremation ceremony,contrast,monkeys disturb the cremation ceremony
116118258,2011,sadhus,sense of mortality,description,sadhus contribute to the spiritual atmosphere
136948643,2012,families publically mourn,cremation,co_occurrence,mourning occurs during cremation
136948643,2012,Babas,puja,causal,Babas offer puja
136948643,2012,non-Hindu entry ban,higher fee for non-Hindu westerners,contrast,entry restrictions and fees differ for non-Hindus
136948643,2012,sense of mortality,heartwrenching,contrast,sense of mortality contrasts with heartwrenching emotions
631577574,2018,silence within,Shiva,causal,Shiva is calling leads to listening to the silence within
631577574,2018,divine and sacred land,land of Buddha,co_occurrence,divine and sacred land of Shiva in land of Buddha
669573819,2019,open air riverside cremations,western perspective,contrast,cremations are confronting from a western perspective
669573819,2019,open air riverside cremations,part of life,description,cremations are described as part of life
134017847,2012,Hindus,pillars of Hinduism,description,Hindus view it as a pillar of their faith
199265719,2014,entry fee,government,causal,government decided to impose entry fee
433600161,2016,cremation ceremony,naked sadhus,co_occurrence,Both observed during the visit
433600161,2016,holy men,beautiful temples,co_occurrence,Both observed during the visit
433600161,2016,beautiful temples,non-Hindu entry ban,contrast,Temples are beautiful but have entry restrictions
569381129,2018,Monkey,The Holy River,co_occurrence,Monkey and The Holy River mentioned together
569381129,2018,The Holy River,remind past and future life,causal,The Holy River evokes spiritual emotion
610911668,2018,devout Hindi guide,rites of preparation of the body for cremation,causal,Guide explains the rites
610911668,2018,mourning the loss of a loved one,change how you think about death,causal,Mourning impacts thoughts on death
257200789,2015,fake guides,guided visit,contrast,fake guides contrast with guided visit
257200789,2015,cremation ceremonies,authentic,description,cremation ceremonies described as authentic
566808021,2018,crematorium area,circle of life,description,crematorium area as part of the circle of life
566808021,2018,grief,Hindu wedding,contrast,contrast between public grief and wedding
566808021,2018,Hindu wedding,blessed,causal,witnessing the wedding caused feeling blessed
311266487,2015,cremations,lovely temples,co_occurrence,cremations and temples are both mentioned as things to see
311266487,2015,entry is 1000rs,green Sahja Yatayat bus,contrast,entry fee is steep but transportation is easy and cheap
415358033,2016,que to visit the main temple,cleanliness inside temple,co_occurrence,Both are aspects of temple management
415358033,2016,facilities for worshippers,informative and directional sign boards,co_occurrence,Both are suggested improvements
478211651,2017,ancient temple,beautiful spiritual place,description,temple described as spiritual
478211651,2017,Hindus,non-Hindu entry ban,description,entry restriction based on religion
723420472,2019,outdoor crematory,cremation ceremony,co_occurrence,cremation ceremony occurs at the outdoor crematory
723420472,2019,smoke and smell,cremation ceremony,co_occurrence,smoke and smell associated with the cremation ceremony
723420472,2019,only Hindus were allowed,outdoor crematory,description,cultural rule related to access to the main temple
345345728,2016,Lord Shiva,sacred,description,"Lord Shiva is worshipped, creating a sacred feeling"
345345728,2016,sacred,amazing view,co_occurrence,sacred feeling and amazing view mentioned together
236471080,2014,burning dead bodies,very old place,co_occurrence,Both mentioned as part of the experience
236471080,2014,very old place,exiting symbols,description,Symbols are part of the old place
340487980,2016,someone to explain,things you see,causal,explanation needed for understanding
248887018,2015,cleanliness,major hindu temple,contrast,cleanliness issue contrasts with temple's significance
248887018,2015,great spirit,cleanliness,causal,cleanliness dampened the great spirit
239585303,2014,cremation area,profound and humbling experience,causal,cremation area causes profound and humbling experience
239585303,2014,sadhus,sense of humor,description,sadhus have a sense of humor
239585303,2014,expect to be tipped,sadhus,description,sadhus expect to be tipped
239585303,2014,accosted continually,expect to be tipped,contrast,accosted by sellers contrasts with tipping sadhus
279166882,2015,main temple,non-Hindu entry ban,description,Entry restriction for non-Hindus
279166882,2015,local guide,sadhus,co_occurrence,Both require tips
512998167,2017,priests,donation,causal,priests ask for donations
512998167,2017,menu of prices,priests,description,priests provide a menu of prices
512998167,2017,cremation area,non-Hindu entry ban,contrast,foreigners charged for cremation area despite entry ban
341342514,2016,Hindu cultures,rituals,co_occurrence,Hindu cultures and rituals are mentioned together
130346868,2012,guide,religious cremations,co_occurrence,guide explains the cremation process
130346868,2012,river,religious cremations,co_occurrence,cremations take place by the river
130346868,2012,religious cremations,culture shock,causal,cremations caused culture shock
130346868,2012,Sodu,guide,contrast,Sodu are funny compared to the serious guide
393050672,2016,large site,entrance fee,description,large site with entrance fee
393050672,2016,guide,stared at and followed,contrast,having a guide did not prevent being followed
697401158,2019,Bagmati River,golden temple,co_occurrence,Both mentioned as part of the temple complex
697401158,2019,cremation,bodies being cremated,description,Cremation involves bodies being cremated
317882742,2015,wrapped up bodies,grieving families,co_occurrence,bodies and families are part of the same scene
317882742,2015,ash in the air,garbage,co_occurrence,ash and garbage are environmental issues
317882742,2015,heavy feeling of death,wrapped up bodies,causal,feeling of death caused by seeing bodies
547183515,2017,Bagmati River,burning bodies,co_occurrence,burning bodies seen across the Bagmati River
547183515,2017,Holy men,concrete steps,description,Holy men sat on concrete steps
547183515,2017,feeling of intrusion,something really special,contrast,feeling of intrusion contrasted with something special
234082363,2014,main temple,non-Hindus,description,main temple access restricted to Hindus
234082363,2014,crematorium smokes,main temple,co_occurrence,crematorium smokes near main temple
234082363,2014,Nepali bazaar,devotional items,description,bazaar sells devotional items
124372527,2012,river,garbage,contrast,river is better without garbage
727009955,2019,cremation ceremony,Bachhareshwari Temple,co_occurrence,Both mentioned as part of the visit
727009955,2019,traditional wood carving,Bachhareshwari Temple,description,Wood carving is a feature of Bachhareshwari Temple
727009955,2019,monkeys,cremation ceremony,contrast,Aggressive monkeys contrast with the peaceful ritual
536519078,2017,afterdeath rituals,atmosphere,description,rituals contribute to atmosphere
536519078,2017,entrance fee,respectful,contrast,fee contrasts with respectfulness
477230488,2017,cremations,fascinating,contrast,Different reactions to the cremations
477230488,2017,cremations,turned off,contrast,Different reactions to the cremations
477230488,2017,lots of people,fascinating,co_occurrence,People found it fascinating
177977850,2013,artificial arts,handicrafts in ancient time,co_occurrence,Both are examples of cultural heritage
177977850,2013,cultural place of hinduism,artificial arts,description,The place contains artificial arts
497454046,2017,dead bodies burning,sense of mortality,causal,burning bodies evoke sense of mortality
497454046,2017,Hindu Only small praying temple,non-Hindu entry ban,description,temple access restricted to Hindus
497454046,2017,colorful monks,non-Hindu entry ban,contrast,monks interact despite entry restrictions
487184894,2017,aarti ceremony,ghat,co_occurrence,aarti ceremony happens across the ghat
487184894,2017,holy river,hindu ceremony,co_occurrence,hindu ceremony happens by the holy river
487184894,2017,aarti ceremony,mixed feeling,causal,aarti ceremony causes mixed feeling
543091237,2017,ancient Unesco Heritage site,no leatherwear allowed,contrast,cultural rule contrasts with heritage site
543091237,2017,holy men,corpses being cremated,co_occurrence,holy men and cremation occur in the same area
543091237,2017,corpses being cremated,ceremonies and rituals,description,rituals accompany the cremation
364539187,2016,beautiful temple,free entry,contrast,beautiful temple but free entry
364539187,2016,cremation,sense of mortality,co_occurrence,cremation evokes sense of mortality
370606528,2016,1000 rupees for foreigners,Non-Hindu's cannot enter,contrast,cost for foreigners vs entry restriction for non-Hindus
370606528,2016,river,cremated,description,river is where cremation occurs
370606528,2016,cremated,burying rituals,co_occurrence,cremation and burying rituals occur together
245333053,2014,Sadhus,chilumis,co_occurrence,Sadhus using chilumis
